loss,accuracy,val_accuracy
0.7244812250137329,1.0,1.0
2.2928807735443115,1.0,1.0
2.929738998413086,0.0,0.0
2.8686633110046387,0.0,0.0
1.013782620429993,0.0,0.0
0.545153021812439,0.0,0.0
0.5859498977661133,0.0,0.0
0.5313848257064819,0.0,0.0
0.4123178720474243,0.0,0.0
0.3663760125637054,0.0,0.0
0.3842013478279114,0.0,0.0
0.3564702570438385,0.0,0.0
0.274414598941803,0.0,0.0
0.2340214550495147,0.04,0.0
0.2282422184944152,0.04,0.0
0.1878613233566284,0.08,0.0
0.1450842320919037,0.08,0.0
0.1559102684259414,0.08,0.0
0.1452917903661728,0.0,0.0
0.1134555116295814,0.08,0.08
0.1048705577850341,0.12,0.04
0.1092393398284912,0.12,0.08
0.0899590700864791,0.12,0.08
0.0688772648572921,0.12,0.08
0.066002070903778,0.12,0.12
0.0591659918427467,0.12,0.12
0.0396580956876277,0.16,0.08
0.0289709847420454,0.2,0.16
0.0258448347449302,0.28,0.16
0.0192546620965003,0.32,0.16
0.0109194694086909,0.32,0.16
0.0062115299515426,0.36,0.16
0.0043942863121628,0.36,0.16
0.0036090242210775,0.4,0.16
0.0032176428940147,0.36,0.16
0.0030190402176231,0.36,0.16
0.0027250533457845,0.4,0.16
0.0021282203961163,0.44,0.16
0.0014370754361152,0.44,0.16
0.0009097932488657,0.44,0.16
0.0006144056678749,0.44,0.2
0.0004846639058087,0.44,0.2
0.0004579842207022,0.44,0.2
0.0004817316366825,0.44,0.2
0.0005093488143756,0.44,0.2
0.0004858169413637,0.44,0.2
0.000417653878685,0.44,0.2
0.0003373780054971,0.44,0.2
0.0002718008472584,0.44,0.2
0.000221899797907,0.44,0.2
0.0001877676695585,0.44,0.2
0.0001642356801312,0.48,0.2
0.0001459812337998,0.48,0.16
0.000132437038701,0.48,0.16
0.0001215656739077,0.48,0.16
0.0001125473791034,0.48,0.16
0.0001050201972248,0.48,0.16
9.82457204372622e-05,0.48,0.16
9.243308886652812e-05,0.48,0.16
8.744935621507466e-05,0.48,0.16
8.297053136629984e-05,0.48,0.16
7.950627332320437e-05,0.48,0.16
7.576568896183744e-05,0.48,0.16
7.314467802643776e-05,0.48,0.16
7.057613402139395e-05,0.48,0.16
6.806936289649457e-05,0.48,0.16
6.60630248603411e-05,0.48,0.16
6.402317376341671e-05,0.48,0.16
6.235034379642457e-05,0.48,0.16
6.077746002119966e-05,0.48,0.16
5.9695521485991776e-05,0.48,0.16
5.828944631502964e-05,0.48,0.16
5.705016519641504e-05,0.48,0.16
5.607304774457589e-05,0.48,0.16
5.524844891624525e-05,0.48,0.16
5.4209322115639225e-05,0.48,0.16
5.337515540304594e-05,0.48,0.16
5.264107312541455e-05,0.48,0.16
5.1864095439668745e-05,0.48,0.16
5.123966911924072e-05,0.48,0.16
5.061519186710939e-05,0.48,0.16
4.991923560737632e-05,0.48,0.16
4.935672404826619e-05,0.48,0.16
4.898013867205009e-05,0.48,0.16
4.8408095608465374e-05,0.48,0.16
4.795046697836369e-05,0.48,0.16
4.752143649966456e-05,0.48,0.16
4.696369796874933e-05,0.48,0.16
4.6515593567164615e-05,0.48,0.16
4.618666207534261e-05,0.48,0.16
4.583865302265622e-05,0.48,0.16
4.548589276964776e-05,0.48,0.16
4.516171611612663e-05,0.48,0.16
4.47803467977792e-05,0.48,0.16
4.4522919779410586e-05,0.48,0.16
4.411293048178777e-05,0.48,0.16
4.382213955977932e-05,0.48,0.16
4.360761522548273e-05,0.48,0.16
4.3374016968300566e-05,0.48,0.16
4.317855928093195e-05,0.48,0.16
