loss,accuracy,val_accuracy
0.7398398518562317,0.0,0.0
2.6857736110687256,1.0,1.0
7.462493896484375,0.0,0.0
1.4214541912078855,0.0,0.0
0.5702934861183167,0.0,0.0
0.4278402030467987,0.0,0.0
0.332803875207901,0.0,0.0
0.3013478517532348,0.04,0.0
0.2550930678844452,0.04,0.0
0.2112970203161239,0.04,0.0
0.1666862517595291,0.04,0.04
0.1277035772800445,0.04,0.04
0.0966682434082031,0.04,0.08
0.071919746696949,0.04,0.04
0.0499247312545776,0.08,0.12
0.0338678918778896,0.2,0.24
0.0266854874789714,0.36,0.32
0.0218446236103773,0.4,0.4
0.0158368796110153,0.48,0.44
0.0101761491969227,0.48,0.52
0.0064593837596476,0.48,0.6
0.0043236585333943,0.52,0.68
0.0030988899525254,0.56,0.8
0.0023678296711295,0.64,0.88
0.0018953901017084,0.72,0.92
0.001576388021931,0.72,1.0
0.0013428159290924,0.68,1.0
0.0011706370860338,0.68,1.0
0.0010316689731553,0.68,1.0
0.0009197417530231,0.68,1.0
0.0008239496964961,0.68,1.0
0.0007420853362418,0.68,1.0
0.0006718363729305,0.68,1.0
0.0006112908013164,0.64,1.0
0.0005575069808401,0.68,1.0
0.0005084550357423,0.68,1.0
0.0004682166036218,0.68,0.96
0.0004329025978222,0.68,0.96
0.0004011275595985,0.68,0.96
0.0003744309651665,0.6,0.96
0.0003520518075674,0.6,0.96
0.0003318054368719,0.6,0.96
0.0003137399326078,0.6,0.96
0.0002981647849082,0.6,0.96
0.00028427579673,0.6,0.96
0.0002719012845773,0.6,0.96
0.0002609794319141,0.6,0.96
0.0002507483586668,0.6,0.96
0.0002424706181045,0.6,0.96
0.0002343072701478,0.6,0.96
0.0002271918929181,0.6,0.96
0.0002202624455094,0.6,0.96
0.0002148052735719,0.6,0.96
0.0002093577204504,0.6,0.96
0.0002041864645434,0.6,0.96
0.000199853995582,0.6,0.96
0.0001955167972482,0.6,0.96
0.0001914370077429,0.6,0.96
0.0001878193434095,0.6,0.96
0.0001844351936597,0.6,0.96
0.0001812464324757,0.6,0.96
0.000178105517989,0.6,0.96
0.0001750978408381,0.6,0.92
0.0001724380854284,0.6,0.92
0.0001696259132586,0.6,0.92
0.0001674047089181,0.6,0.92
0.0001652358914725,0.6,0.92
0.0001629336038604,0.6,0.92
0.0001609887985978,0.6,0.92
0.0001590440660947,0.6,0.92
0.000157261325512,0.6,0.92
0.0001554690097691,0.6,0.92
0.0001534432085463,0.6,0.92
0.0001517843629699,0.6,0.92
0.0001503113890066,0.6,0.92
0.0001487526606069,0.6,0.92
0.0001472463773097,0.6,0.92
0.0001458401675336,0.6,0.92
0.0001444053341401,0.6,0.92
0.0001432469434803,0.6,0.92
0.0001417787716491,0.6,0.88
0.000140558448038,0.6,0.88
0.0001394429418724,0.6,0.88
0.0001382893387926,0.6,0.88
0.0001371023390674,0.6,0.88
0.0001358295412501,0.6,0.88
0.0001347188517684,0.6,0.88
0.0001338607544312,0.6,0.88
0.000132716668304,0.6,0.88
0.0001319157745456,0.6,0.88
0.0001307240163441,0.6,0.88
0.0001299898722209,0.6,0.88
0.0001292318629566,0.6,0.88
0.0001281688309973,0.6,0.88
0.0001275681133847,0.6,0.88
0.0001267338666366,0.6,0.88
0.0001257136900676,0.6,0.88
0.0001247936452273,0.6,0.88
0.000123973673908,0.6,0.88
0.0001232919312315,0.6,0.88
0.0001226197491632,0.6,0.88
0.0001218379547935,0.6,0.88
0.0001211419148603,0.6,0.88
0.0001204077561851,0.6,0.88
0.0001198499667225,0.6,0.88
0.0001190395269077,0.6,0.88
0.0001184197681141,0.6,0.88
0.0001175807337858,0.6,0.88
0.0001170277319033,0.6,0.88
0.0001163936613011,0.6,0.88
0.0001158215818577,0.6,0.88
0.0001151159958681,0.6,0.88
0.0001144628768088,0.6,0.88
0.0001138812367571,0.6,0.88
0.0001131041644839,0.6,0.88
0.0001125463968492,0.6,0.88
0.0001119647567975,0.6,0.88
0.0001114022088586,0.6,0.88
0.0001108348733396,0.6,0.88
0.0001103295362554,0.6,0.88
0.0001097383719752,0.6,0.88
0.0001092139573302,0.6,0.88
0.0001086132615455,0.6,0.88
0.0001081984737538,0.6,0.88
0.0001075834807124,0.6,0.88
0.0001071353326551,0.6,0.88
0.0001066204567905,0.6,0.88
0.0001061627845047,0.6,0.88
0.0001057098634191,0.6,0.88
0.0001050424107233,0.6,0.88
0.0001045894969138,0.6,0.88
0.0001041079813148,0.6,0.88
0.0001036359826684,0.6,0.88
0.0001031068168231,0.6,0.88
0.0001026872560032,0.6,0.88
0.0001022295764414,0.6,0.88
0.000101843404991,0.6,0.88
0.000101338046079,0.6,0.88
0.000100875593489,0.6,0.88
0.0001003416255116,0.6,0.88
9.97790484689176e-05,0.6,0.88
9.946915088221432e-05,0.6,0.88
9.905437036650255e-05,0.6,0.88
9.855855023488402e-05,0.6,0.88
9.826297173276544e-05,0.6,0.88
9.781958215171473e-05,0.6,0.88
9.748109005158768e-05,0.6,0.88
9.701386443339288e-05,0.6,0.88
9.658955241320656e-05,0.6,0.88
9.612231224309652e-05,0.6,0.88
9.57599768298678e-05,0.6,0.88
9.537857113173231e-05,0.6,0.88
9.50257744989358e-05,0.6,0.88
9.460621367907152e-05,0.6,0.88
9.421051800018176e-05,0.6,0.88
9.375759691465646e-05,0.6,0.88
9.337617666460574e-05,0.6,0.88
9.298999793827534e-05,0.6,0.88
9.26371940295212e-05,0.6,0.88
9.232731827069074e-05,0.6,0.88
9.190298442263156e-05,0.6,0.88
9.160263289231808e-05,0.6,0.88
9.120690810959786e-05,0.6,0.88
9.080165909836067e-05,0.6,0.88
9.05441993381828e-05,0.6,0.88
9.014373063109816e-05,0.6,0.88
8.974324737209827e-05,0.6,0.88
8.94762561074458e-05,0.6,0.88
8.911392069421709e-05,0.6,0.88
8.874203194864094e-05,0.6,0.88
8.841784438118339e-05,0.6,0.88
8.810794679448009e-05,0.6,0.88
8.780280768405646e-05,0.6,0.88
8.743093349039555e-05,0.6,0.88
8.706859080120921e-05,0.6,0.88
8.675869321450591e-05,0.6,0.88
8.645356865599751e-05,0.6,0.88
8.61484368215315e-05,0.6,0.88
8.586236072005704e-05,0.6,0.88
8.547140168957412e-05,0.6,0.88
8.519489347236231e-05,0.6,0.88
8.490405889460817e-05,0.6,0.88
8.452741167275235e-05,0.6,0.88
8.425088890362531e-05,0.6,0.88
8.397435885854065e-05,0.6,0.88
8.365492976736277e-05,0.6,0.88
8.337840699823573e-05,0.6,0.88
8.30780336400494e-05,0.6,0.88
8.279673784272745e-05,0.6,0.88
8.248208177974448e-05,0.6,0.88
8.227706712204963e-05,0.6,0.88
8.209589577745646e-05,0.6,0.88
8.176216942956671e-05,0.6,0.88
8.139503916027024e-05,0.6,0.88
8.115186938084662e-05,0.6,0.88
8.081337728071958e-05,0.6,0.88
8.04796363809146e-05,0.6,0.88
8.026985597098246e-05,0.6,0.88
8.001239621080458e-05,0.6,0.88
7.968817953951657e-05,0.6,0.88
7.94688894529827e-05,0.6,0.88
7.92877035564743e-05,0.6,0.88
7.897302566561848e-05,0.6,0.88
7.868695684010163e-05,0.6,0.88
7.836753502488136e-05,0.6,0.88
7.804809865774587e-05,0.6,0.88
7.782400643918663e-05,0.6,0.88
7.754748367005959e-05,0.6,0.88
7.732815720373765e-05,0.6,0.88
7.702779112150893e-05,0.6,0.88
7.676555833313614e-05,0.6,0.88
7.65653167036362e-05,0.6,0.88
7.632693450432271e-05,0.6,0.88
7.600749813718721e-05,0.6,0.88
7.579295197501779e-05,0.6,0.88
7.55259461584501e-05,0.6,0.88
7.526371337007731e-05,0.6,0.88
7.502533844672143e-05,0.6,0.88
7.483939407393336e-05,0.6,0.88
7.454855949617922e-05,0.6,0.88
7.424818613799289e-05,0.6,0.88
7.402410119539127e-05,0.6,0.88
7.375234417850152e-05,0.6,0.88
7.354733679676428e-05,0.6,0.88
7.330894732149318e-05,0.6,0.88
